timestamp,cars.k,car.ksi,vandrivers,car_ksi
5/16/75,97,1508,6,7.319202
5/17/75,102,1507,12,7.31854
5/18/75,87,1385,8,7.234177
5/19/75,119,1632,10,7.398174
5/20/75,107,1687,12,7.4313
5/21/75,97,1508,6,7.319202
5/22/75,102,1507,12,7.31854
5/23/75,87,1385,8,7.234177
5/24/75,119,1632,10,7.398174
5/25/75,107,1687,12,7.4313
5/26/75,97,1508,6,7.319202
5/27/75,102,1507,12,7.31854
5/28/75,87,1385,8,7.234177
5/29/75,119,1632,10,7.398174
5/30/75,107,1687,12,7.4313
5/31/75,97,1508,6,7.319202
6/1/75,102,1507,12,7.31854
6/2/75,87,1385,8,7.234177
6/3/75,119,1632,10,7.398174
6/4/75,107,1687,12,7.4313
6/5/75,97,1508,6,7.319202
6/6/75,102,1507,12,7.31854
6/7/75,87,1385,8,7.234177
6/8/75,119,1632,10,7.398174
6/9/75,107,1687,12,7.4313
6/10/75,97,1508,6,7.319202
6/11/75,102,1507,12,7.31854
6/12/75,87,1385,8,7.234177
6/13/75,119,1632,10,7.398174
6/14/75,107,1687,12,7.4313
6/15/75,97,1508,6,7.319202
6/16/75,102,1507,12,7.31854
6/17/75,87,1385,8,7.234177
6/18/75,119,1632,10,7.398174
6/19/75,107,1687,12,7.4313
6/20/75,97,1508,6,7.319202
6/21/75,102,1507,12,7.31854
6/22/75,87,1385,8,7.234177
6/23/75,119,1632,10,7.398174
6/24/75,107,1687,12,7.4313
6/25/75,97,1508,6,7.319202
6/26/75,102,1507,12,7.31854
6/27/75,87,1385,8,7.234177
6/28/75,119,1632,10,7.398174
6/29/75,107,1687,12,7.4313
6/30/75,97,1508,6,7.319202
7/1/75,102,1507,12,7.31854
7/2/75,87,1385,8,7.234177
7/3/75,119,1632,10,7.398174
7/4/75,107,1687,12,7.4313
7/5/75,97,1508,6,7.319202
7/6/75,102,1507,12,7.31854
7/7/75,87,1385,8,7.234177
7/8/75,119,1632,10,7.398174
7/9/75,107,1687,12,7.4313
7/10/75,97,1508,6,7.319202
7/11/75,102,1507,12,7.31854
7/12/75,87,1385,8,7.234177
7/13/75,119,1632,10,7.398174
7/14/75,107,1687,12,7.4313
7/15/75,97,1508,6,7.319202
7/16/75,102,1507,12,7.31854
7/17/75,87,1385,8,7.234177
7/18/75,119,1632,10,7.398174
7/19/75,107,1687,12,7.4313
7/20/75,97,1508,6,7.319202
7/21/75,102,1507,12,7.31854
7/22/75,87,1385,8,7.234177
7/23/75,119,1632,10,7.398174
7/24/75,107,1687,12,7.4313
7/25/75,97,1508,6,7.319202
7/26/75,102,1507,12,7.31854
7/27/75,87,1385,8,7.234177
7/28/75,119,1632,10,7.398174
7/29/75,107,1687,12,7.4313
7/30/75,97,1508,6,7.319202
7/31/75,102,1507,12,7.31854
8/1/75,87,1385,8,7.234177
8/2/75,119,1632,10,7.398174
8/3/75,107,1687,12,7.4313
8/4/75,97,1508,6,7.319202
8/5/75,102,1507,12,7.31854
8/6/75,87,1385,8,7.234177
8/7/75,119,1632,10,7.398174
8/8/75,107,1687,12,7.4313
8/9/75,97,1508,6,7.319202
8/10/75,102,1507,12,7.31854
8/11/75,87,1385,8,7.234177
8/12/75,119,1632,10,7.398174
8/13/75,107,1687,12,7.4313
8/14/75,97,1508,6,7.319202
8/15/75,102,1507,12,7.31854
8/16/75,87,1385,8,7.234177
8/17/75,119,1632,10,7.398174
8/18/75,107,1687,12,7.4313
8/19/75,97,1508,6,7.319202
8/20/75,102,1507,12,7.31854
8/21/75,87,1385,8,7.234177
8/22/75,119,1632,10,7.398174
8/23/75,107,1687,12,7.4313
8/24/75,97,1508,6,7.319202
8/25/75,102,1507,12,7.31854
8/26/75,87,1385,8,7.234177
8/27/75,119,1632,10,7.398174
8/28/75,107,1687,12,7.4313
8/29/75,97,1508,6,7.319202
8/30/75,102,1507,12,7.31854
8/31/75,87,1385,8,7.234177
9/1/75,119,1632,10,7.398174
9/2/75,107,1687,12,7.4313
9/3/75,97,1508,6,7.319202
9/4/75,102,1507,12,7.31854
9/5/75,87,1385,8,7.234177
9/6/75,119,1632,10,7.398174
9/7/75,107,1687,12,7.4313
9/8/75,97,1508,6,7.319202
9/9/75,102,1507,12,7.31854
9/10/75,87,1385,8,7.234177
9/11/75,119,1632,10,7.398174
9/12/75,107,1687,12,7.4313
9/13/75,97,1508,6,7.319202
9/14/75,102,1507,12,7.31854
9/15/75,87,1385,8,7.234177
9/16/75,119,1632,10,7.398174
9/17/75,107,1687,12,7.4313
9/18/75,97,1508,6,7.319202
9/19/75,102,1507,12,7.31854
9/20/75,87,1385,8,7.234177
9/21/75,119,1632,10,7.398174
9/22/75,107,1687,12,7.4313
9/23/75,97,1508,6,7.319202
9/24/75,102,1507,12,7.31854
9/25/75,87,1385,8,7.234177
9/26/75,119,1632,10,7.398174
9/27/75,107,1687,12,7.4313
9/28/75,97,1508,6,7.319202
9/29/75,102,1507,12,7.31854
9/30/75,87,1385,8,7.234177
10/1/75,119,1632,10,7.398174
10/2/75,107,1687,12,7.4313
10/3/75,97,1508,6,7.319202
10/4/75,102,1507,12,7.31854
10/5/75,87,1385,8,7.234177
10/6/75,119,1632,10,7.398174
10/7/75,107,1687,12,7.4313
10/8/75,97,1508,6,7.319202
10/9/75,102,1507,12,7.31854
10/10/75,87,1385,8,7.234177
10/11/75,119,1632,10,7.398174
10/12/75,107,1687,12,7.4313
10/13/75,97,1508,6,7.319202
10/14/75,102,1507,12,7.31854
10/15/75,87,1385,8,7.234177
10/16/75,119,1632,10,7.398174
10/17/75,107,1687,12,7.4313
10/18/75,97,1508,6,7.319202
10/19/75,102,1507,12,7.31854
10/20/75,87,1385,8,7.234177
10/21/75,119,1632,10,7.398174
10/22/75,107,1687,12,7.4313
10/23/75,97,1508,6,7.319202
10/24/75,102,1507,12,7.31854
10/25/75,87,1385,8,7.234177
10/26/75,119,1632,10,7.398174
10/27/75,107,1687,12,7.4313
10/28/75,97,1508,6,7.319202
10/29/75,102,1507,12,7.31854
10/30/75,87,1385,8,7.234177
10/31/75,119,1632,10,7.398174
11/1/75,107,1687,12,7.4313
11/2/75,97,1508,6,7.319202
11/3/75,102,1507,12,7.31854
11/4/75,87,1385,8,7.234177
11/5/75,119,1632,10,7.398174
11/6/75,107,1687,12,7.4313
11/7/75,97,1508,6,7.319202
11/8/75,102,1507,12,7.31854
11/9/75,87,1385,8,7.234177
11/10/75,119,1632,10,7.398174
11/11/75,107,1687,12,7.4313
11/12/75,97,1508,6,7.319202
11/13/75,102,1507,12,7.31854
11/14/75,87,1385,8,7.234177
11/15/75,119,1632,10,7.398174
11/16/75,107,1687,12,7.4313
11/17/75,97,1508,6,7.319202
11/18/75,102,1507,12,7.31854
11/19/75,87,1385,8,7.234177
11/20/75,119,1632,10,7.398174
11/21/75,107,1687,12,7.4313
11/22/75,97,1508,6,7.319202
11/23/75,102,1507,12,7.31854
11/24/75,87,1385,8,7.234177
11/25/75,119,1632,10,7.398174
11/26/75,107,1687,12,7.4313
11/27/75,97,1508,6,7.319202
11/28/75,102,1507,12,7.31854
11/29/75,87,1385,8,7.234177
11/30/75,119,1632,10,7.398174
12/1/75,107,1687,12,7.4313
12/2/75,97,1508,6,7.319202
12/3/75,102,1507,12,7.31854
12/4/75,87,1385,8,7.234177
12/5/75,119,1632,10,7.398174
12/6/75,107,1687,12,7.4313
12/7/75,97,1508,6,7.319202
12/8/75,102,1507,12,7.31854
12/9/75,87,1385,8,7.234177
12/10/75,119,1632,10,7.398174
12/11/75,107,1687,12,7.4313
12/12/75,97,1508,6,7.319202
12/13/75,102,1507,12,7.31854
12/14/75,87,1385,8,7.234177
12/15/75,119,1632,10,7.398174
12/16/75,107,1687,12,7.4313
12/17/75,97,1508,6,7.319202
12/18/75,102,1507,12,7.31854
12/19/75,87,1385,8,7.234177
12/20/75,119,1632,10,7.398174
12/21/75,107,1687,12,7.4313
12/22/75,97,1508,6,7.319202
12/23/75,102,1507,12,7.31854
12/24/75,87,1385,8,7.234177
12/25/75,119,1632,10,7.398174
12/26/75,107,1687,12,7.4313
12/27/75,97,1508,6,7.319202
12/28/75,102,1507,12,7.31854
12/29/75,87,1385,8,7.234177
12/30/75,119,1632,10,7.398174
12/31/75,107,1687,12,7.4313
1/1/76,97,1508,6,7.319202
1/2/76,102,1507,12,7.31854
1/3/76,87,1385,8,7.234177
1/4/76,119,1632,10,7.398174
1/5/76,107,1687,12,7.4313
1/6/76,97,1508,6,7.319202
1/7/76,102,1507,12,7.31854
1/8/76,87,1385,8,7.234177
1/9/76,119,1632,10,7.398174
1/10/76,107,1687,12,7.4313
1/11/76,97,1508,6,7.319202
1/12/76,102,1507,12,7.31854
1/13/76,87,1385,8,7.234177
1/14/76,119,1632,10,7.398174
1/15/76,107,1687,12,7.4313
1/16/76,97,1508,6,7.319202
1/17/76,102,1507,12,7.31854
1/18/76,87,1385,8,7.234177
1/19/76,119,1632,10,7.398174
1/20/76,107,1687,12,7.4313
1/21/76,97,1508,6,7.319202
1/22/76,102,1507,12,7.31854
1/23/76,87,1385,8,7.234177
1/24/76,119,1632,10,7.398174
1/25/76,107,1687,12,7.4313
1/26/76,97,1508,6,7.319202
1/27/76,102,1507,12,7.31854
1/28/76,87,1385,8,7.234177
1/29/76,119,1632,10,7.398174
1/30/76,107,1687,12,7.4313
1/31/76,97,1508,6,7.319202
2/1/76,102,1507,12,7.31854
2/2/76,87,1385,8,7.234177
2/3/76,119,1632,10,7.398174
2/4/76,107,1687,12,7.4313
2/5/76,97,1508,6,7.319202
2/6/76,102,1507,12,7.31854
2/7/76,87,1385,8,7.234177
2/8/76,119,1632,10,7.398174
2/9/76,107,1687,12,7.4313
2/10/76,97,1508,6,7.319202
2/11/76,102,1507,12,7.31854
2/12/76,87,1385,8,7.234177
2/13/76,119,1632,10,7.398174
2/14/76,107,1687,12,7.4313
2/15/76,97,1508,6,7.319202
2/16/76,102,1507,12,7.31854
2/17/76,87,1385,8,7.234177
2/18/76,119,1632,10,7.398174
2/19/76,107,1687,12,7.4313
2/20/76,97,1508,6,7.319202
2/21/76,102,1507,12,7.31854
2/22/76,87,1385,8,7.234177
2/23/76,119,1632,10,7.398174
2/24/76,107,1687,12,7.4313
2/25/76,97,1508,6,7.319202
2/26/76,102,1507,12,7.31854
2/27/76,87,1385,8,7.234177
2/28/76,119,1632,10,7.398174
2/29/76,107,1687,12,7.4313
3/1/76,97,1508,6,7.319202
3/2/76,102,1507,12,7.31854
3/3/76,87,1385,8,7.234177
3/4/76,119,1632,10,7.398174
3/5/76,107,1687,12,7.4313
3/6/76,97,1508,6,7.319202
3/7/76,102,1507,12,7.31854
3/8/76,87,1385,8,7.234177
3/9/76,119,1632,10,7.398174
3/10/76,107,1687,12,7.4313
3/11/76,97,1508,6,7.319202
3/12/76,102,1507,12,7.31854
3/13/76,87,1385,8,7.234177
3/14/76,119,1632,10,7.398174
3/15/76,107,1687,12,7.4313
3/16/76,97,1508,6,7.319202
3/17/76,102,1507,12,7.31854
3/18/76,87,1385,8,7.234177
3/19/76,119,1632,10,7.398174
3/20/76,107,1687,12,7.4313
3/21/76,97,1508,6,7.319202
3/22/76,102,1507,12,7.31854
3/23/76,87,1385,8,7.234177
3/24/76,119,1632,10,7.398174
3/25/76,107,1687,12,7.4313
3/26/76,97,1508,6,7.319202
3/27/76,102,1507,12,7.31854
3/28/76,87,1385,8,7.234177
3/29/76,119,1632,10,7.398174
3/30/76,107,1687,12,7.4313
3/31/76,97,1508,6,7.319202
4/1/76,102,1507,12,7.31854
4/2/76,87,1385,8,7.234177
4/3/76,119,1632,10,7.398174
4/4/76,107,1687,12,7.4313
4/5/76,97,1508,6,7.319202
4/6/76,102,1507,12,7.31854
4/7/76,87,1385,8,7.234177
4/8/76,119,1632,10,7.398174
4/9/76,107,1687,12,7.4313
4/10/76,97,1508,6,7.319202
4/11/76,102,1507,12,7.31854
4/12/76,87,1385,8,7.234177
4/13/76,119,1632,10,7.398174
4/14/76,107,1687,12,7.4313
4/15/76,97,1508,6,7.319202
4/16/76,102,1507,12,7.31854
4/17/76,87,1385,8,7.234177
4/18/76,119,1632,10,7.398174
4/19/76,107,1687,12,7.4313
4/20/76,97,1508,6,7.319202
4/21/76,102,1507,12,7.31854
4/22/76,87,1385,8,7.234177
4/23/76,119,1632,10,7.398174
4/24/76,107,1687,12,7.4313
4/25/76,97,1508,6,7.319202
4/26/76,102,1507,12,7.31854
4/27/76,87,1385,8,7.234177
4/28/76,119,1632,10,7.398174
4/29/76,107,1687,12,7.4313
4/30/76,97,1508,6,7.319202
5/1/76,102,1507,12,7.31854
5/2/76,87,1385,8,7.234177
5/3/76,119,1632,10,7.398174
5/4/76,107,1687,12,7.4313
5/5/76,97,1508,6,7.319202
5/6/76,102,1507,12,7.31854
5/7/76,87,1385,8,7.234177
5/8/76,119,1632,10,7.398174
5/9/76,107,1687,12,7.4313
5/10/76,97,1508,6,7.319202
5/11/76,102,1507,12,7.31854
5/12/76,87,1385,8,7.234177
5/13/76,119,1632,10,7.398174
5/14/76,107,1687,12,7.4313
5/15/76,97,1508,6,7.319202
5/16/76,102,1507,12,7.31854
5/17/76,87,1385,8,7.234177
5/18/76,119,1632,10,7.398174
5/19/76,107,1687,12,7.4313
5/20/76,97,1508,6,7.319202
5/21/76,102,1507,12,7.31854
5/22/76,87,1385,8,7.234177
5/23/76,119,1632,10,7.398174
5/24/76,107,1687,12,7.4313
5/25/76,97,1508,6,7.319202
5/26/76,102,1507,12,7.31854
5/27/76,87,1385,8,7.234177
5/28/76,119,1632,10,7.398174
5/29/76,107,1687,12,7.4313
5/30/76,97,1508,6,7.319202
5/31/76,102,1507,12,7.31854
6/1/76,87,1385,8,7.234177
6/2/76,119,1632,10,7.398174
6/3/76,107,1687,12,7.4313
6/4/76,97,1508,6,7.319202
6/5/76,102,1507,12,7.31854
6/6/76,87,1385,8,7.234177
6/7/76,119,1632,10,7.398174
6/8/76,107,1687,12,7.4313
6/9/76,97,1508,6,7.319202
6/10/76,102,1507,12,7.31854
6/11/76,87,1385,8,7.234177
6/12/76,119,1632,10,7.398174
6/13/76,107,1687,12,7.4313
6/14/76,97,1508,6,7.319202
6/15/76,102,1507,12,7.31854
6/16/76,87,1385,8,7.234177
6/17/76,119,1632,10,7.398174
6/18/76,107,1687,12,7.4313
6/19/76,97,1508,6,7.319202
6/20/76,102,1507,12,7.31854
6/21/76,87,1385,8,7.234177
6/22/76,119,1632,10,7.398174
6/23/76,107,1687,12,7.4313
6/24/76,97,1508,6,7.319202
6/25/76,102,1507,12,7.31854
6/26/76,87,1385,8,7.234177
6/27/76,119,1632,10,7.398174
6/28/76,107,1687,12,7.4313
6/29/76,97,1508,6,7.319202
6/30/76,102,1507,12,7.31854
7/1/76,87,1385,8,7.234177
7/2/76,119,1632,10,7.398174
7/3/76,107,1687,12,7.4313
7/4/76,97,1508,6,7.319202
7/5/76,102,1507,12,7.31854
7/6/76,87,1385,8,7.234177
7/7/76,119,1632,10,7.398174
7/8/76,107,1687,12,7.4313
7/9/76,97,1508,6,7.319202
7/10/76,102,1507,12,7.31854
7/11/76,87,1385,8,7.234177
7/12/76,119,1632,10,7.398174
7/13/76,107,1687,12,7.4313
7/14/76,97,1508,6,7.319202
7/15/76,102,1507,12,7.31854
7/16/76,87,1385,8,7.234177
7/17/76,119,1632,10,7.398174
7/18/76,107,1687,12,7.4313
7/19/76,97,1508,6,7.319202
7/20/76,102,1507,12,7.31854
7/21/76,87,1385,8,7.234177
7/22/76,119,1632,10,7.398174
7/23/76,107,1687,12,7.4313
7/24/76,97,1508,6,7.319202
7/25/76,102,1507,12,7.31854
7/26/76,87,1385,8,7.234177
7/27/76,119,1632,10,7.398174
7/28/76,107,1687,12,7.4313
7/29/76,97,1508,6,7.319202
7/30/76,102,1507,12,7.31854
7/31/76,87,1385,8,7.234177
8/1/76,119,1632,10,7.398174
8/2/76,107,1687,12,7.4313
8/3/76,97,1508,6,7.319202
8/4/76,102,1507,12,7.31854
8/5/76,87,1385,8,7.234177
8/6/76,119,1632,10,7.398174
8/7/76,107,1687,12,7.4313
8/8/76,97,1508,6,7.319202
8/9/76,102,1507,12,7.31854
8/10/76,87,1385,8,7.234177
8/11/76,119,1632,10,7.398174
8/12/76,107,1687,12,7.4313
8/13/76,97,1508,6,7.319202
8/14/76,102,1507,12,7.31854
8/15/76,87,1385,8,7.234177
8/16/76,119,1632,10,7.398174
8/17/76,107,1687,12,7.4313
8/18/76,97,1508,6,7.319202
8/19/76,102,1507,12,7.31854
8/20/76,87,1385,8,7.234177
8/21/76,119,1632,10,7.398174
8/22/76,107,1687,12,7.4313
8/23/76,97,1508,6,7.319202
8/24/76,102,1507,12,7.31854
8/25/76,87,1385,8,7.234177
8/26/76,119,1632,10,7.398174
8/27/76,107,1687,12,7.4313
8/28/76,97,1508,6,7.319202
8/29/76,102,1507,12,7.31854
8/30/76,87,1385,8,7.234177
8/31/76,119,1632,10,7.398174
9/1/76,107,1687,12,7.4313
9/2/76,97,1508,6,7.319202
9/3/76,102,1507,12,7.31854
9/4/76,87,1385,8,7.234177
9/5/76,119,1632,10,7.398174
9/6/76,107,1687,12,7.4313
9/7/76,97,1508,6,7.319202
9/8/76,102,1507,12,7.31854
9/9/76,87,1385,8,7.234177
9/10/76,119,1632,10,7.398174
9/11/76,107,1687,12,7.4313
9/12/76,97,1508,6,7.319202
9/13/76,102,1507,12,7.31854
9/14/76,87,1385,8,7.234177
9/15/76,119,1632,10,7.398174
9/16/76,107,1687,12,7.4313
9/17/76,97,1508,6,7.319202
9/18/76,102,1507,12,7.31854
9/19/76,87,1385,8,7.234177
9/20/76,119,1632,10,7.398174
9/21/76,107,1687,12,7.4313
9/22/76,97,1508,6,7.319202
9/23/76,102,1507,12,7.31854
9/24/76,87,1385,8,7.234177
9/25/76,119,1632,10,7.398174
9/26/76,107,1687,12,7.4313
9/27/76,97,1508,6,7.319202
9/28/76,102,1507,12,7.31854
9/29/76,87,1385,8,7.234177
9/30/76,119,1632,10,7.398174
10/1/76,107,1687,12,7.4313
10/2/76,97,1508,6,7.319202
10/3/76,102,1507,12,7.31854
10/4/76,87,1385,8,7.234177
10/5/76,119,1632,10,7.398174
10/6/76,107,1687,12,7.4313
10/7/76,97,1508,6,7.319202
10/8/76,102,1507,12,7.31854
10/9/76,87,1385,8,7.234177
10/10/76,119,1632,10,7.398174
10/11/76,107,1687,12,7.4313
10/12/76,97,1508,6,7.319202
10/13/76,102,1507,12,7.31854
10/14/76,87,1385,8,7.234177
10/15/76,119,1632,10,7.398174
10/16/76,107,1687,12,7.4313
10/17/76,97,1508,6,7.319202
10/18/76,102,1507,12,7.31854
10/19/76,87,1385,8,7.234177
10/20/76,119,1632,10,7.398174
10/21/76,107,1687,12,7.4313
10/22/76,97,1508,6,7.319202
10/23/76,102,1507,12,7.31854
10/24/76,87,1385,8,7.234177
10/25/76,119,1632,10,7.398174
10/26/76,107,1687,12,7.4313
10/27/76,97,1508,6,7.319202
10/28/76,102,1507,12,7.31854
10/29/76,87,1385,8,7.234177
10/30/76,119,1632,10,7.398174
10/31/76,107,1687,12,7.4313
11/1/76,97,1508,6,7.319202
11/2/76,102,1507,12,7.31854
11/3/76,87,1385,8,7.234177
11/4/76,119,1632,10,7.398174
11/5/76,107,1687,12,7.4313
11/6/76,97,1508,6,7.319202
11/7/76,102,1507,12,7.31854
11/8/76,87,1385,8,7.234177
11/9/76,119,1632,10,7.398174
11/10/76,107,1687,12,7.4313
11/11/76,97,1508,6,7.319202
11/12/76,102,1507,12,7.31854
11/13/76,87,1385,8,7.234177
11/14/76,119,1632,10,7.398174
11/15/76,107,1687,12,7.4313
11/16/76,97,1508,6,7.319202
11/17/76,102,1507,12,7.31854
11/18/76,87,1385,8,7.234177
11/19/76,119,1632,10,7.398174
11/20/76,107,1687,12,7.4313
11/21/76,97,1508,6,7.319202
11/22/76,102,1507,12,7.31854
11/23/76,87,1385,8,7.234177
11/24/76,119,1632,10,7.398174
11/25/76,107,1687,12,7.4313
11/26/76,97,1508,6,7.319202
11/27/76,102,1507,12,7.31854
11/28/76,87,1385,8,7.234177
11/29/76,119,1632,10,7.398174
11/30/76,107,1687,12,7.4313
12/1/76,97,1508,6,7.319202
12/2/76,102,1507,12,7.31854
12/3/76,87,1385,8,7.234177
12/4/76,119,1632,10,7.398174
12/5/76,107,1687,12,7.4313
12/6/76,97,1508,6,7.319202
12/7/76,102,1507,12,7.31854
12/8/76,87,1385,8,7.234177
12/9/76,119,1632,10,7.398174
12/10/76,107,1687,12,7.4313
12/11/76,97,1508,6,7.319202
12/12/76,102,1507,12,7.31854
12/13/76,87,1385,8,7.234177
12/14/76,119,1632,10,7.398174
12/15/76,107,1687,12,7.4313
12/16/76,97,1508,6,7.319202
12/17/76,102,1507,12,7.31854
12/18/76,87,1385,8,7.234177
12/19/76,119,1632,10,7.398174
12/20/76,107,1687,12,7.4313
12/21/76,97,1508,6,7.319202
12/22/76,102,1507,12,7.31854
12/23/76,87,1385,8,7.234177
12/24/76,119,1632,10,7.398174
12/25/76,107,1687,12,7.4313
12/26/76,97,1508,6,7.319202
12/27/76,102,1507,12,7.31854
12/28/76,87,1385,8,7.234177
12/29/76,119,1632,10,7.398174
12/30/76,107,1687,12,7.4313
12/31/76,97,1508,6,7.319202
1/1/77,102,1507,12,7.31854
1/2/77,87,1385,8,7.234177
1/3/77,119,1632,10,7.398174
1/4/77,107,1687,12,7.4313
1/5/77,97,1508,6,7.319202
1/6/77,102,1507,12,7.31854
1/7/77,87,1385,8,7.234177
1/8/77,119,1632,10,7.398174
1/9/77,107,1687,12,7.4313
1/10/77,97,1508,6,7.319202
1/11/77,102,1507,12,7.31854
1/12/77,87,1385,8,7.234177
1/13/77,119,1632,10,7.398174
1/14/77,107,1687,12,7.4313
1/15/77,97,1508,6,7.319202
1/16/77,102,1507,12,7.31854
1/17/77,87,1385,8,7.234177
1/18/77,119,1632,10,7.398174
1/19/77,107,1687,12,7.4313
1/20/77,97,1508,6,7.319202
1/21/77,102,1507,12,7.31854
1/22/77,87,1385,8,7.234177
1/23/77,119,1632,10,7.398174
1/24/77,107,1687,12,7.4313
1/25/77,97,1508,6,7.319202
1/26/77,102,1507,12,7.31854
1/27/77,87,1385,8,7.234177
1/28/77,119,1632,10,7.398174
1/29/77,107,1687,12,7.4313
1/30/77,97,1508,6,7.319202
1/31/77,102,1507,12,7.31854
2/1/77,87,1385,8,7.234177
2/2/77,119,1632,10,7.398174
2/3/77,107,1687,12,7.4313
2/4/77,97,1508,6,7.319202
2/5/77,102,1507,12,7.31854
2/6/77,87,1385,8,7.234177
2/7/77,119,1632,10,7.398174
2/8/77,107,1687,12,7.4313
2/9/77,97,1508,6,7.319202
2/10/77,102,1507,12,7.31854
2/11/77,87,1385,8,7.234177
2/12/77,119,1632,10,7.398174
2/13/77,107,1687,12,7.4313
2/14/77,97,1508,6,7.319202
2/15/77,102,1507,12,7.31854
2/16/77,87,1385,8,7.234177
2/17/77,119,1632,10,7.398174
2/18/77,107,1687,12,7.4313
2/19/77,97,1508,6,7.319202
2/20/77,102,1507,12,7.31854
2/21/77,87,1385,8,7.234177
2/22/77,119,1632,10,7.398174
2/23/77,107,1687,12,7.4313
2/24/77,97,1508,6,7.319202
2/25/77,102,1507,12,7.31854
2/26/77,87,1385,8,7.234177
2/27/77,119,1632,10,7.398174
2/28/77,107,1687,12,7.4313
3/1/77,97,1508,6,7.319202
3/2/77,102,1507,12,7.31854
3/3/77,87,1385,8,7.234177
3/4/77,119,1632,10,7.398174
3/5/77,107,1687,12,7.4313
3/6/77,97,1508,6,7.319202
3/7/77,102,1507,12,7.31854
3/8/77,87,1385,8,7.234177
3/9/77,119,1632,10,7.398174
3/10/77,107,1687,12,7.4313
3/11/77,97,1508,6,7.319202
3/12/77,102,1507,12,7.31854
3/13/77,87,1385,8,7.234177
3/14/77,119,1632,10,7.398174
3/15/77,107,1687,12,7.4313
3/16/77,97,1508,6,7.319202
3/17/77,102,1507,12,7.31854
3/18/77,87,1385,8,7.234177
3/19/77,119,1632,10,7.398174
3/20/77,107,1687,12,7.4313
3/21/77,97,1508,6,7.319202
3/22/77,102,1507,12,7.31854
3/23/77,87,1385,8,7.234177
3/24/77,119,1632,10,7.398174
3/25/77,107,1687,12,7.4313
3/26/77,97,1508,6,7.319202
3/27/77,102,1507,12,7.31854
3/28/77,87,1385,8,7.234177
3/29/77,119,1632,10,7.398174
3/30/77,107,1687,12,7.4313
3/31/77,97,1508,6,7.319202
4/1/77,102,1507,12,7.31854
4/2/77,87,1385,8,7.234177
4/3/77,119,1632,10,7.398174
4/4/77,107,1687,12,7.4313
4/5/77,97,1508,6,7.319202
4/6/77,102,1507,12,7.31854
4/7/77,87,1385,8,7.234177
4/8/77,119,1632,10,7.398174
4/9/77,107,1687,12,7.4313
4/10/77,97,1508,6,7.319202
4/11/77,102,1507,12,7.31854
4/12/77,87,1385,8,7.234177
4/13/77,119,1632,10,7.398174
4/14/77,107,1687,12,7.4313
4/15/77,97,1508,6,7.319202
4/16/77,102,1507,12,7.31854
4/17/77,87,1385,8,7.234177
4/18/77,119,1632,10,7.398174
4/19/77,107,1687,12,7.4313
4/20/77,97,1508,6,7.319202
4/21/77,102,1507,12,7.31854
4/22/77,87,1385,8,7.234177
4/23/77,119,1632,10,7.398174
4/24/77,107,1687,12,7.4313
4/25/77,97,1508,6,7.319202
4/26/77,102,1507,12,7.31854
4/27/77,87,1385,8,7.234177
4/28/77,119,1632,10,7.398174
4/29/77,107,1687,12,7.4313
4/30/77,97,1508,6,7.319202
5/1/77,102,1507,12,7.31854
5/2/77,87,1385,8,7.234177
5/3/77,119,1632,10,7.398174
5/4/77,107,1687,12,7.4313
5/5/77,97,1508,6,7.319202
5/6/77,102,1507,12,7.31854
5/7/77,87,1385,8,7.234177
5/8/77,119,1632,10,7.398174
5/9/77,107,1687,12,7.4313
5/10/77,97,1508,6,7.319202
5/11/77,102,1507,12,7.31854
5/12/77,87,1385,8,7.234177
5/13/77,119,1632,10,7.398174
5/14/77,107,1687,12,7.4313
5/15/77,97,1508,6,7.319202
5/16/77,102,1507,12,7.31854
5/17/77,87,1385,8,7.234177
5/18/77,119,1632,10,7.398174
5/19/77,107,1687,12,7.4313
5/20/77,97,1508,6,7.319202
5/21/77,102,1507,12,7.31854
5/22/77,87,1385,8,7.234177
5/23/77,119,1632,10,7.398174
5/24/77,107,1687,12,7.4313
5/25/77,97,1508,6,7.319202
5/26/77,102,1507,12,7.31854
5/27/77,87,1385,8,7.234177
5/28/77,119,1632,10,7.398174
5/29/77,107,1687,12,7.4313
5/30/77,97,1508,6,7.319202
5/31/77,102,1507,12,7.31854
6/1/77,87,1385,8,7.234177
6/2/77,119,1632,10,7.398174
6/3/77,107,1687,12,7.4313
6/4/77,97,1508,6,7.319202
6/5/77,102,1507,12,7.31854
6/6/77,87,1385,8,7.234177
6/7/77,119,1632,10,7.398174
6/8/77,107,1687,12,7.4313
6/9/77,97,1508,6,7.319202
6/10/77,102,1507,12,7.31854
6/11/77,87,1385,8,7.234177
6/12/77,119,1632,10,7.398174
6/13/77,107,1687,12,7.4313
6/14/77,97,1508,6,7.319202
6/15/77,102,1507,12,7.31854
6/16/77,87,1385,8,7.234177
6/17/77,119,1632,10,7.398174
6/18/77,107,1687,12,7.4313
6/19/77,97,1508,6,7.319202
6/20/77,102,1507,12,7.31854
6/21/77,87,1385,8,7.234177
6/22/77,119,1632,10,7.398174
6/23/77,107,1687,12,7.4313
6/24/77,97,1508,6,7.319202
6/25/77,102,1507,12,7.31854
6/26/77,87,1385,8,7.234177
6/27/77,119,1632,10,7.398174
6/28/77,107,1687,12,7.4313
6/29/77,97,1508,6,7.319202
